Datetime,Glasgow,Edinburgh,Leeds,Manchester,Birmingham,London,Causeway Bay,New Territories,Kowloon,Central,Delhi,Mumbai,Cleveland-Elyria-Mentor,Detroit-Warren-Livonia,MONTEZUMA,Minneapolis-St. Paul-Bloomington,New York-Northern New Jersey-Long Island,Plymouth,Swansea
2019-01-05 04:00:00,,,,,,,51.2,98.5,,54.2,,,,,,,,,
2019-01-05 05:00:00,,,,,,,51.2,98.5,,54.2,,,,,,,,,
2019-01-05 06:00:00,,,,,,,51.2,98.5,,54.2,,,,,,,,,
2019-01-05 07:00:00,,,,,,,51.2,98.5,,54.2,,,,,,,,,
2019-01-05 08:00:00,,,,,,,51.2,98.5,,54.2,,,,,,,,,
2019-01-05 09:00:00,,,,,,,64.3,95.2,36.3,,,,,,,,,,
2019-01-05 10:00:00,,,,,,,,,,,,,,,,,11,,
2019-01-05 11:00:00,14,17,31,33,,35,,,149.9,162.4,,,11,16,,6,11,26,36
2019-01-05 12:00:00,15,17,31,33,,33,182.9,116.1,,,,257.12,14,14,,4,11,26,36
2019-01-05 13:00:00,15,17,30,32,,,181.7,,,157.1,,,14,15,,5,8,26,36
2019-01-05 14:00:00,16,17,30,31,,,161.3,,143.6,157,404.48,257.12,13,14,,4,,26,35
2019-01-05 15:00:00,,17,29,,,,157.1,,,147.8,,257.12,16,15,,12,5,26,34
2019-01-05 16:00:00,16,17,28,30,,,141.7,162.1,,149.2,,257.12,15,27,,16,4,27,33
2019-01-05 17:00:00,16,17,27,29,,,145,,136.9,155.1,404.48,257.12,16,25,,14,7,27,32
2019-01-05 18:00:00,16,17,26,28,,,123.4,,,128,404.48,257.12,17,22,,14,,28,31
2019-01-05 19:00:00,16,17,25,27,,,113.4,,115.8,131.3,404.48,257.12,,,,,,,
